TransactionID,Date,Product,Category,Quantity,UnitPrice_FCFA,TotalSale_FCFA,PaymentMethod,SalesRep,CustomerType
NKW-0235,2026-01-10,Bread (loaf),Bakery,19.0,625.0,11875.0,Mobile Money,Divine K.,Walk-in
NKW-0236,2026-01-09,Onions 1kg,Produce,6.0,720.0,4320.0,Mobile Money,Florence A.,Walk-in
NKW-0237,2026-01-29,Palm Oil 1L,Oils,1.0,1354.0,1354.0,Orange Money,Beatrice T.,Walk-in
NKW-0238,2026-02-08,Maggi Cubes (pack),Groceres,15.0,510.0,7650.0,Orange Money,Divine K.,Wholesale
NKW-0239,2026-03-15,Soap (bar),House hold,13.0,422.0,5486.0,Cash,Ernest M.,Walk-in
NKW-0240,2026-03-25,Vegetable Oil 5L,Oils,5.0,6925.0,34625.0,Mobile Money,Divine K.,Wholesale
NKW-0241,2026-06-19,Onions 1kg,Produce,13.0,673.0,8749.0,Orange Money,Beatrice T.,Walk-in
NKW-0242,2026-06-02,Onions 1kg,Produce,3.0,745.0,2235.0,Mobile Money,Beatrice T.,Walk-in
NKW-0243,2026-06-29,Detergent 1kg,Household,13.0,1931.0,25103.0,Bank Transfer,Ernest M.,Walk-in
NKW-0244,2026-05-01,Salt 1kg,Groceries,1.0,314.0,314.0,Cash,Divine K.,Walk-in
NKW-0245,2026-01-31,Salt 1kg,Groceries,7.0,297.0,2079.0,Mobile Money,Beatrice T.,Walk-in
NKW-0246,2026-04-24,Detergent 1kg,House hold,7.0,1830.0,12810.0,Mobile Money,Achu N.,Walk-in
NKW-0247,2026-01-03,Tomato Paste (tin),Groceres,9.0,342.0,3078.0,Cash,Divine K.,Walk-in
NKW-0248,2026-05-09,Palm Oil 5L,Oils,19.0,6456.0,122664.0,Cash,Ernest M.,Walk-in
NKW-0249,2026-03-27,Tomato Paste (tin),Groceres,14.0,370.0,5180.0,Mobile Money,Divine K.,Walk-in
NKW-0250,2026-03-03,Bread (loaf),Bakery,18.0,595.0,10710.0,Orange Money,Ernest M.,Wholesale
NKW-0251,2026-02-18,Salt 1kg,Groceries,5.0,305.0,1525.0,Mobile Money,Achu N.,Wholesale
NKW-0252,2026-05-23,Soap (bar),House hold,8.0,416.0,3328.0,Bank Transfer,Ernest M.,Walk-in
NKW-0253,2026-01-13,Bread (loaf),Bakery,6.0,637.0,3822.0,Mobile Money,Beatrice T.,Walk-in
NKW-0254,2026-01-31,Detergent 1kg,Household,3.0,1747.0,5241.0,Orange Money,Florence A.,Walk-in
NKW-0255,2026-05-15,Cassava (bag),Produce,16.0,4262.0,68192.0,Mobile Money,Florence A.,Wholesale
NKW-0256,2026-01-30,Maggi Cubes (pack),Groceries,1.0,530.0,530.0,Cash,Beatrice T.,Walk-in
NKW-0257,2026-06-21,Onions 1kg,Produce,18.0,685.0,12330.0,Mobile Money,Divine K.,Walk-in
NKW-0258,2026-05-27,Salt 1kg,Groceries,12.0,290.0,3480.0,Cash,Beatrice T.,Walk-in
NKW-0259,2026-06-11,Rice 25kg,Grains,2.0,18126.0,36252.0,Cash,Divine K.,Walk-in
NKW-0260,2026-05-26,Milk Powder 400g,Dairy,19.0,2712.0,51528.0,Mobile Money,Ernest M.,Walk-in
NKW-0261,2026-03-26,Maggi Cubes (pack),Groceres,12.0,492.0,5904.0,Orange Money,Ernest M.,Walk-in
NKW-0262,2026-02-18,Plantain (bunch),Produce,1.0,2595.0,2595.0,Mobile Money,Beatrice T.,Walk-in
NKW-0263,2026-04-27,Plantain (bunch),Produce,1.0,2610.0,2610.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0264,2026-05-01,Sugar 1kg,Groceries,12.0,750.0,9000.0,Mobile Money,Beatrice T.,Walk-in
NKW-0265,2026-03-08,Maggi Cubes (pack),Groceries,12.0,520.0,6240.0,Cash,Achu N.,Wholesale
NKW-0266,2026-03-22,Detergent 1kg,Household,19.0,1810.0,34390.0,Bank Transfer,Ernest M.,Walk-in
NKW-0267,2026-05-30,Matches (box),Household,8.0,108.0,864.0,,Beatrice T.,Walk-in
NKW-0268,2026-05-31,Sugar 1kg,Groceries,12.0,796.0,9552.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0269,2026-06-23,Tomatoes 1kg,Produce,15.0,764.0,11460.0,Cash,Beatrice T.,Walk-in
NKW-0270,2026-04-29,Bread (loaf),Bakery,19.0,624.0,11856.0,Mobile Money,Divine K.,Walk-in
NKW-0271,2026-04-19,Matches (box),Household,18.0,99.0,1782.0,Bank Transfer,Divine K.,Walk-in
NKW-0272,2026-05-14,Sugar 1kg,Groceries,16.0,774.0,12384.0,Orange Money,Ernest M.,Walk-in
NKW-0273,2026-01-18,Tomatoes 1kg,Produce,8.0,802.0,6416.0,Mobile Money,Florence A.,Walk-in
NKW-0274,2026-01-26,Detergent 1kg,House hold,4.0,1910.0,7640.0,Mobile Money,Ernest M.,Wholesale
NKW-0275,2026-05-26,Vegetable Oil 5L,Oils,11.0,7039.0,77429.0,Bank Transfer,Ernest M.,Wholesale
NKW-0276,2026-04-08,Onions 1kg,Produce,12.0,675.0,8100.0,Mobile Money,Ernest M.,Walk-in
NKW-0277,2026-02-14,Plantain (bunch),Produce,18.0,2427.0,43686.0,Bank Transfer,Ernest M.,Walk-in
NKW-0278,2026-03-28,Matches (box),Household,20.0,104.0,2080.0,Cash,Divine K.,Wholesale
NKW-0279,2026-04-17,Detergent 1kg,Household,18.0,1924.0,34632.0,Mobile Money,Beatrice T.,Walk-in
NKW-0280,2026-03-04,Cassava (bag),Produce,6.0,4040.0,24240.0,Orange Money,Florence A.,Walk-in
NKW-0281,2026-02-22,Vegetable Oil 5L,Oils,2.0,7374.0,14748.0,Orange Money,Florence A.,Walk-in
NKW-0282,2026-05-08,Beans (White),Grains,14.0,827.0,11578.0,Bank Transfer,Florence A.,Walk-in
NKW-0283,2026-04-03,Matches (box),Household,18.0,102.0,1836.0,Bank Transfer,Florence A.,Walk-in
NKW-0284,2026-06-07,Soap (bar),Household,12.0,393.0,4716.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0285,2026-05-19,Tomato Paste (tin),Groceres,2.0,361.0,722.0,Mobile Money,Divine K.,Walk-in
NKW-0286,2026-01-04,Beans (Red),Grain,9.0,918.0,8262.0,Bank Transfer,Divine K.,Walk-in
NKW-0287,2026-04-29,Soap (bar),House hold,7.0,398.0,2786.0,Mobile Money,Divine K.,Walk-in
NKW-0288,2026-03-01,Maggi Cubes (pack),Groceries,4.0,500.0,2000.0,Bank Transfer,Divine K.,Walk-in
NKW-0289,2026-02-11,Tomato Paste (tin),Groceries,13.0,378.0,4914.0,Orange Money,Florence A.,Walk-in
NKW-0290,2026-06-24,Salt 1kg,Groceries,11.0,311.0,3421.0,Mobile Money,Divine K.,Walk-in
NKW-0291,2026-02-03,Salt 1kg,Groceries,3.0,292.0,876.0,Bank Transfer,Florence A.,Wholesale
NKW-0292,2026-04-01,Milk Powder 400g,Dairy,7.0,2904.0,20328.0,Cash,Florence A.,Walk-in
NKW-0293,2026-04-25,Beans (Red),Grain,12.0,915.0,10980.0,Cash,Ernest M.,Walk-in
NKW-0294,2026-06-18,Beans (White),Grains,14.0,847.0,11858.0,Bank Transfer,,Walk-in
NKW-0295,2026-02-21,Vegetable Oil 5L,Oils,18.0,7094.0,127692.0,Orange Money,Beatrice T.,Walk-in
NKW-0296,2026-06-11,Detergent 1kg,House hold,19.0,1755.0,33345.0,Bank Transfer,Ernest M.,Wholesale
NKW-0297,2026-05-11,Plantain (bunch),Produce,18.0,2534.0,45612.0,Orange Money,Ernest M.,Walk-in
NKW-0298,2026-05-10,Rice 25kg,Grains,15.0,18473.0,277095.0,Bank Transfer,Ernest M.,Walk-in
NKW-0299,2026-02-07,Sugar 1kg,Groceries,20.0,713.0,14260.0,Mobile Money,Beatrice T.,Walk-in
NKW-0300,2026-01-11,Milk Powder 400g,Dairy,12.0,2736.0,32832.0,Mobile Money,Achu N.,Walk-in
NKW-0301,2026-03-02,Beans (White),Grains,10.0,821.0,8210.0,Mobile Money,Ernest M.,Wholesale
NKW-0302,2026-03-30,Rice 50kg,Grain,3.0,36222.0,108666.0,Cash,Achu N.,Wholesale
NKW-0303,2026-04-19,Onions 1kg,Produce,2.0,668.0,1336.0,Mobile Money,Beatrice T.,Walk-in
NKW-0304,2026-05-03,Soap (bar),House hold,7.0,419.0,2933.0,Orange Money,Divine K.,Walk-in
NKW-0305,2026-03-15,Maggi Cubes (pack),Groceries,3.0,498.0,1494.0,Bank Transfer,Divine K.,Wholesale
NKW-0306,2026-05-31,Vegetable Oil 5L,Oils,5.0,7544.0,37720.0,Bank Transfer,Achu N.,Walk-in
NKW-0307,2026-04-28,Milk Powder 400g,Dairy,3.0,2871.0,8613.0,Mobile Money,Ernest M.,Walk-in
NKW-0308,2026-05-31,Matches (box),Household,17.0,103.0,1751.0,Cash,Beatrice T.,Walk-in
NKW-0309,2026-05-14,Bread (loaf),Bakery,14.0,645.0,9030.0,Bank Transfer,Florence A.,Walk-in
NKW-0310,2026-06-18,Palm Oil 1L,Oils,18.0,1363.0,24534.0,Cash,Ernest M.,Walk-in
NKW-0311,2026-01-26,Beans (White),Grains,9.0,832.0,7488.0,Mobile Money,Ernest M.,Walk-in
NKW-0312,2026-02-22,Detergent 1kg,Household,9.0,1839.0,16551.0,Orange Money,Ernest M.,Wholesale
NKW-0313,2026-06-13,Palm Oil 5L,Oils,9.0,6312.0,56808.0,Bank Transfer,Florence A.,Wholesale
NKW-0314,2026-03-28,Sugar 1kg,Groceres,15.0,751.0,11265.0,Cash,Divine K.,Wholesale
NKW-0315,2026-04-20,Maggi Cubes (pack),Groceries,3.0,521.0,1563.0,Cash,Beatrice T.,Wholesale
NKW-0316,2026-06-11,Beans (White),Grains,20.0,896.0,17920.0,Mobile Money,Divine K.,Walk-in
NKW-0317,2026-04-15,Rice 50kg,Grains,6.0,37274.0,223644.0,Bank Transfer,Divine K.,Wholesale
NKW-0318,2026-04-27,Vegetable Oil 5L,Oils,11.0,7156.0,78716.0,Bank Transfer,Divine K.,Wholesale
NKW-0319,2026-03-05,Palm Oil 5L,Oils,9.0,6720.0,60480.0,Mobile Money,Florence A.,Walk-in
NKW-0320,2026-02-07,Vegetable Oil 5L,Oils,1.0,6883.0,6883.0,Bank Transfer,Florence A.,Walk-in
NKW-0321,2026-02-22,Rice 25kg,Grains,17.0,19035.0,323595.0,Mobile Money,Ernest M.,Walk-in
NKW-0322,2026-01-18,Palm Oil 5L,Oils,17.0,6651.0,113067.0,Mobile Money,Ernest M.,Walk-in
NKW-0323,2026-04-03,Palm Oil 1L,Oils,17.0,1371.0,23307.0,Mobile Money,Beatrice T.,Walk-in
NKW-0324,2026-06-01,Cassava (bag),Produce,6.0,4126.0,24756.0,Bank Transfer,Florence A.,Wholesale
NKW-0325,2026-05-10,Milk Powder 400g,Dairy,3.0,2773.0,8319.0,Bank Transfer,Achu N.,Walk-in
NKW-0326,2026-04-22,Beans (Red),Grains,9.0,904.0,8136.0,Bank Transfer,Achu N.,Walk-in
NKW-0327,2026-05-17,Detergent 1kg,Household,8.0,1782.0,14256.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0328,2026-06-05,Palm Oil 1L,Oils,14.0,1359.0,19026.0,,Divine K.,Walk-in
NKW-0329,2026-04-17,Beans (Red),Grains,11.0,964.0,10604.0,Orange Money,Achu N.,Walk-in
NKW-0330,2026-04-16,Maggi Cubes (pack),Groceries,9.0,500.0,4500.0,Bank Transfer,Florence A.,Wholesale
NKW-0331,2026-01-07,Palm Oil 1L,Oils,11.0,1439.0,15829.0,Cash,Divine K.,Walk-in
NKW-0332,2026-05-01,Detergent 1kg,Household,11.0,1924.0,21164.0,Orange Money,Divine K.,Wholesale
NKW-0333,2026-05-19,Beans (Red),Grains,14.0,969.0,13566.0,Mobile Money,Florence A.,Walk-in
NKW-0334,2026-04-20,Bread (loaf),Bakery,4.0,608.0,2432.0,Bank Transfer,Achu N.,Walk-in
NKW-0335,2026-05-06,Rice 25kg,Grain,4.0,18618.0,74472.0,Orange Money,Ernest M.,Walk-in
NKW-0336,2026-04-24,Milk Powder 400g,Dairy,3.0,2869.0,8607.0,Orange Money,Ernest M.,Walk-in
NKW-0337,2026-03-05,Vegetable Oil 5L,Oils,9.0,7362.0,66258.0,Mobile Money,Divine K.,Walk-in
NKW-0338,2026-01-23,Beans (White),Grains,12.0,869.0,10428.0,Orange Money,Ernest M.,Walk-in
NKW-0339,2026-02-21,Palm Oil 5L,Oils,11.0,6521.0,71731.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0340,2026-02-04,Beans (Red),Grain,15.0,876.0,13140.0,Orange Money,Ernest M.,Walk-in
NKW-0341,2026-06-10,Vegetable Oil 5L,Oils,5.0,7701.0,38505.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0342,2026-03-16,Tomato Paste (tin),Groceries,19.0,345.0,6555.0,Cash,Beatrice T.,Wholesale
NKW-0343,2026-03-10,Onions 1kg,Produce,11.0,743.0,8173.0,Cash,Divine K.,Wholesale
NKW-0344,2026-02-24,Sugar 1kg,Groceries,1.0,770.0,770.0,Mobile Money,Achu N.,Walk-in
NKW-0345,2026-03-31,Milk Powder 400g,Dairy,5.0,2746.0,13730.0,Mobile Money,Divine K.,Walk-in
NKW-0346,2026-03-01,Maggi Cubes (pack),Groceries,10.0,521.0,5210.0,Bank Transfer,Achu N.,Walk-in
NKW-0347,2026-05-31,Bread (loaf),Bakery,3.0,594.0,1782.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0348,2026-04-15,Cassava (bag),Produce,20.0,4190.0,83800.0,Mobile Money,Beatrice T.,Walk-in
NKW-0349,2026-06-10,Rice 50kg,Grains,15.0,33800.0,507000.0,Mobile Moeny,Ernest M.,Wholesale
NKW-0350,2026-05-18,Rice 50kg,Grain,4.0,38216.0,152864.0,Bank Transfer,Achu N.,Walk-in
NKW-0351,2026-05-09,Rice 25kg,Grains,6.0,18796.0,112776.0,Cash,Divine K.,Walk-in
NKW-0352,2026-05-22,Palm Oil 5L,Oils,19.0,6329.0,120251.0,Mobile Money,Ernest M.,Walk-in
NKW-0353,2026-03-31,Matches (box),House hold,18.0,100.0,1800.0,Bank Transfer,Florence A.,Walk-in
NKW-0354,2026-04-17,Plantain (bunch),Produce,,2603.0,36442.0,,Florence A.,Walk-in
NKW-0355,2026-04-19,Salt 1kg,Groceries,4.0,306.0,1224.0,Mobile Money,Divine K.,Walk-in
NKW-0356,2026-03-30,Beans (Red),Grain,19.0,890.0,16910.0,Bank Transfer,Divine K.,Wholesale
NKW-0357,2026-04-03,Plantain (bunch),Produce,2.0,2537.0,5074.0,Mobile Money,Divine K.,Walk-in
NKW-0358,2026-01-30,Salt 1kg,Groceries,1.0,314.0,314.0,Bank Transfer,Florence A.,Wholesale
NKW-0359,2026-06-25,Palm Oil 1L,Oils,15.0,1509.0,22635.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0360,2026-04-23,Rice 50kg,Grains,15.0,36144.0,542160.0,Mobile Money,Divine K.,Walk-in
NKW-0361,2026-06-27,Cassava (bag),Produce,20.0,4209.0,84180.0,Mobile Money,Florence A.,Walk-in
NKW-0362,2026-01-11,Plantain (bunch),Produce,8.0,2444.0,19552.0,Bank Transfer,Divine K.,Walk-in
NKW-0363,2026-04-25,Plantain (bunch),Produce,17.0,2604.0,44268.0,Cash,Florence A.,Walk-in
NKW-0364,2026-05-18,Vegetable Oil 5L,Oils,15.0,6971.0,104565.0,Mobile Money,Divine K.,Wholesale
NKW-0365,2026-05-25,Palm Oil 5L,Oils,13.0,6234.0,81042.0,Cash,Achu N.,Walk-in
NKW-0366,2026-03-04,Soap (bar),Household,14.0,411.0,5754.0,Cash,Ernest M.,Walk-in
NKW-0367,2026-02-08,Palm Oil 5L,Oils,19.0,6977.0,132563.0,Cash,Beatrice T.,Walk-in
NKW-0368,2026-06-02,Tomato Paste (tin),Groceries,200.0,340.0,68000.0,Mobile Money,Florence A.,Walk-in
NKW-0369,2026-05-08,Beans (Red),Grains,20.0,918.0,18360.0,Mobile Money,Beatrice T.,Walk-in
NKW-0370,2026-04-09,Maggi Cubes (pack),Groceries,16.0,482.0,7712.0,Bank Transfer,Florence A.,Walk-in
NKW-0371,2026-04-15,Vegetable Oil 5L,Oils,16.0,7551.0,120816.0,Orange Money,Achu N.,Walk-in
NKW-0372,2026-03-05,Plantain (bunch),Produce,18.0,2633.0,47394.0,Bank Transfer,Divine K.,Wholesale
NKW-0373,2026-04-16,Detergent 1kg,Household,12.0,1868.0,22416.0,Mobile Money,Ernest M.,Walk-in
NKW-0374,2026-06-23,Tomato Paste (tin),Groceries,13.0,355.0,4615.0,Orange Money,Ernest M.,Wholesale
NKW-0375,2026-06-18,Palm Oil 5L,Oils,16.0,6364.0,101824.0,Cash,Divine K.,Walk-in
NKW-0376,2026-01-25,Detergent 1kg,Household,15.0,1734.0,26010.0,Mobile Money,Achu N.,Walk-in
NKW-0377,2026-03-17,Onions 1kg,Produce,10.0,667.0,6670.0,Bank Transfer,Divine K.,Walk-in
NKW-0378,2026-05-12,Palm Oil 5L,Oils,14.0,6561.0,91854.0,Cash,Florence A.,Wholesale
NKW-0379,2026-06-10,Salt 1kg,Groceries,16.0,308.0,4928.0,Mobile Money,Ernest M.,Walk-in
NKW-0380,2026-06-24,Onions 1kg,Produce,6.0,680.0,4080.0,Cash,Florence A.,Wholesale
NKW-0381,2026-04-28,Beans (Red),Grains,20.0,972.0,19440.0,Cash,Achu N.,Walk-in
NKW-0382,2026-01-10,Beans (Red),Grain,10.0,879.0,8790.0,Mobile Money,Achu N.,Walk-in
NKW-0383,2026-02-23,Tomatoes 1kg,Produce,11.0,781.0,8591.0,Orange Money,Florence A.,Wholesale
NKW-0384,2026-04-13,Plantain (bunch),Produce,18.0,2483.0,44694.0,Cash,Achu N.,Walk-in
NKW-0385,2026-05-06,Milk Powder 400g,Dairy,20.0,2822.0,56440.0,Bank Transfer,Florence A.,Walk-in
NKW-0386,2026-03-18,Palm Oil 5L,Oils,13.0,6330.0,82290.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0387,2026-05-01,Bread (loaf),Bakery,16.0,640.0,10240.0,Orange Money,Achu N.,Wholesale
NKW-0388,2026-02-18,Rice 25kg,Grains,4.0,19371.0,77484.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0389,2026-05-16,Plantain (bunch),Produce,6.0,2393.0,14358.0,Cash,Beatrice T.,Walk-in
NKW-0390,2026-02-15,Rice 25kg,Grain,4.0,19783.0,79132.0,Mobile Money,Beatrice T.,Walk-in
NKW-0391,2026-03-26,Vegetable Oil 5L,Oils,8.0,7196.0,57568.0,Mobile Money,Ernest M.,Walk-in
NKW-0392,2026-01-23,Soap (bar),Household,13.0,415.0,5395.0,Mobile Money,Beatrice T.,Wholesale
NKW-0393,2026-04-08,Tomato Paste (tin),Groceres,,377.0,4901.0,Mobile Money,Ernest M.,Walk-in
NKW-0394,2026-02-06,Detergent 1kg,Household,8.0,1911.0,15288.0,Bank Transfer,Florence A.,Walk-in
NKW-0395,2026-06-22,Sugar 1kg,Groceries,9.0,769.0,6921.0,Mobile Money,Ernest M.,Wholesale
NKW-0396,2026-05-25,Palm Oil 1L,Oils,8.0,1433.0,11464.0,Bank Transfer,Florence A.,Walk-in
NKW-0397,2026-04-10,Maggi Cubes (pack),Groceres,3.0,522.0,1566.0,Mobile Money,Florence A.,Walk-in
NKW-0398,2026-02-25,Rice 25kg,Grains,2.0,19794.0,39588.0,Bank Transfer,Florence A.,Walk-in
NKW-0399,2026-01-01,Rice 25kg,Grain,11.0,19783.0,217613.0,Mobile Money,Beatrice T.,Walk-in
NKW-0400,2026-02-12,Beans (Red),Grains,10.0,925.0,9250.0,Orange Money,Ernest M.,Walk-in
NKW-0401,2026-03-26,Matches (box),Household,3.0,,294.0,Orange Money,Beatrice T.,Walk-in
NKW-0402,2026-03-09,Palm Oil 5L,Oils,5.0,6383.0,31915.0,Orange Money,Florence A.,Wholesale
NKW-0403,2026-05-26,Rice 25kg,Grains,20.0,17833.0,356660.0,Orange Money,Divine K.,Wholesale
NKW-0404,2026-05-30,Milk Powder 400g,Dairy,18.0,2714.0,48852.0,Mobile Money,Achu N.,Walk-in
NKW-0405,2026-03-11,Palm Oil 1L,Oils,15.0,1495.0,22425.0,Mobile Money,Ernest M.,Walk-in
NKW-0406,2026-06-24,Rice 25kg,Grain,14.0,17991.0,251874.0,Mobile Money,Beatrice T.,Walk-in
NKW-0407,2026-05-08,Palm Oil 5L,Oils,10.0,6605.0,66050.0,Orange Money,Ernest M.,Wholesale
NKW-0408,2026-02-12,Cassava (bag),Produce,9.0,4074.0,36666.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0409,2026-05-27,Salt 1kg,Groceries,4.0,294.0,1176.0,Cash,Achu N.,Walk-in
NKW-0410,2026-01-27,Beans (Red),Grains,10.0,954.0,9540.0,Cash,Florence A.,Walk-in
NKW-0411,2026-03-17,Tomato Paste (tin),Groceries,12.0,350.0,4200.0,Mobile Money,Beatrice T.,Wholesale
NKW-0412,2026-01-27,Onions 1kg,Produce,1.0,712.0,712.0,Orange Money,Florence A.,Walk-in
NKW-0413,2026-01-28,Milk Powder 400g,Dairy,3.0,2662.0,7986.0,Orange Money,Ernest M.,Walk-in
NKW-0414,2026-06-20,Beans (Red),Grains,12.0,938.0,11256.0,Orange Money,Divine K.,Walk-in
NKW-0415,2026-01-21,Palm Oil 1L,Oils,16.0,1391.0,22256.0,Mobile Money,Divine K.,Walk-in
NKW-0416,2026-04-12,Maggi Cubes (pack),Groceries,9.0,528.0,4752.0,Mobile Money,Florence A.,Walk-in
NKW-0417,2026-02-18,Detergent 1kg,Household,8.0,1844.0,14752.0,,Ernest M.,Walk-in
NKW-0418,2026-06-19,Cassava (bag),Produce,16.0,3880.0,62080.0,Orange Money,Beatrice T.,Walk-in
NKW-0419,2026-01-15,Vegetable Oil 5L,Oils,8.0,6871.0,54968.0,Cash,,Walk-in
NKW-0420,2026-04-08,Beans (White),Grains,4.0,847.0,3388.0,Orange Money,Florence A.,Walk-in
NKW-0421,2026-03-13,Rice 50kg,Grains,3.0,33928.0,101784.0,Mobile Money,Florence A.,Wholesale
NKW-0422,2026-01-29,Matches (box),Household,12.0,106.0,1272.0,Orange Money,Beatrice T.,Walk-in
NKW-0423,2026-01-21,Beans (Red),Grain,14.0,925.0,12950.0,Mobile Money,Florence A.,Walk-in
NKW-0424,2026-02-21,Rice 25kg,Grain,5.0,19697.0,98485.0,Orange Money,Beatrice T.,Walk-in
NKW-0425,2026-01-27,Maggi Cubes (pack),Groceries,13.0,508.0,6604.0,Orange Money,Beatrice T.,Walk-in
NKW-0426,2026-01-13,Plantain (bunch),Produce,10.0,2460.0,24600.0,Mobile Money,Achu N.,Wholesale
NKW-0427,2026-04-28,Vegetable Oil 5L,Oils,4.0,7086.0,28344.0,Bank Transfer,Florence A.,Walk-in
NKW-0428,2026-06-26,Salt 1kg,Groceries,12.0,293.0,3516.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0429,2026-04-09,Milk Powder 400g,Dairy,19.0,2672.0,50768.0,Mobile Money,Ernest M.,Walk-in
NKW-0430,2026-03-14,Rice 50kg,Grains,16.0,36483.0,583728.0,Bank Transfer,Divine K.,Walk-in
NKW-0431,2026-03-20,Bread (loaf),Bakery,10.0,580.0,5800.0,Cash,Florence A.,Wholesale
NKW-0432,2026-06-19,Detergent 1kg,Household,7.0,1860.0,13020.0,Cash,Achu N.,Walk-in
NKW-0433,2026-03-31,Bread (loaf),Bakery,15.0,590.0,8850.0,Bank Transfer,Divine K.,Wholesale
NKW-0434,2026-04-14,Milk Powder 400g,Dairy,15.0,2866.0,42990.0,Mobile Money,Divine K.,Walk-in
NKW-0435,2026-06-22,Maggi Cubes (pack),Groceres,18.0,503.0,9054.0,Bank Transfer,Beatrice T.,Walk-in
NKW-0436,2026-02-02,Soap (bar),Household,11.0,413.0,4543.0,Bank Transfer,Ernest M.,Walk-in
NKW-0437,2026-02-28,Tomato Paste (tin),Groceries,2.0,369.0,738.0,Bank Transfer,Divine K.,Walk-in
NKW-0438,2026-04-14,Maggi Cubes (pack),Groceries,17.0,535.0,9095.0,Orange Money,Achu N.,Walk-in
NKW-0439,2026-06-27,Sugar 1kg,Groceres,5.0,781.0,3905.0,Cash,Ernest M.,Wholesale
NKW-0440,2026-02-20,Palm Oil 5L,Oils,20.0,6605.0,132100.0,Cash,Achu N.,Walk-in
NKW-0441,2026-02-26,Beans (Red),Grains,13.0,936.0,12168.0,Orange Money,Florence A.,Walk-in
NKW-0442,2026-06-03,Palm Oil 1L,Oils,1.0,1371.0,1371.0,Orange Money,Divine K.,Wholesale
NKW-0443,2026-03-21,Milk Powder 400g,Dairy,11.0,2826.0,31086.0,Mobile Money,Florence A.,Wholesale
NKW-0444,2026-02-04,Vegetable Oil 5L,Oils,19.0,6942.0,131898.0,Cash,Beatrice T.,Wholesale
NKW-0445,2026-06-12,Detergent 1kg,Household,,1804.0,5412.0,Orange Money,Divine K.,Wholesale
NKW-0446,2026-03-11,Tomato Paste (tin),Groceres,17.0,335.0,5695.0,Cash,Ernest M.,Wholesale
NKW-0447,2026-05-23,Tomato Paste (tin),Groceries,13.0,345.0,4485.0,Mobile Money,Divine K.,Walk-in
NKW-0448,2026-01-14,Salt 1kg,Groceries,19.0,304.0,5776.0,Bank Transfer,,Walk-in
NKW-0449,2026-05-04,Maggi Cubes (pack),Groceries,3.0,497.0,1491.0,Orange Money,Divine K.,Walk-in
NKW-0450,2026-05-28,Maggi Cubes (pack),Groceres,8.0,496.0,3968.0,Orange Money,Ernest M.,Walk-in
NKW-0451,2026-06-12,Matches (box),Household,19.0,103.0,1957.0,Cash,Ernest M.,Walk-in
NKW-0452,2026-01-05,Soap (bar),Household,12.0,396.0,4752.0,Mobile Money,Divine K.,Wholesale
NKW-0453,2026-05-03,Tomatoes 1kg,Produce,19.0,802.0,15238.0,Bank Transfer,Florence A.,Walk-in
NKW-0454,2026-06-25,Onions 1kg,Produce,2.0,748.0,1496.0,Bank Transfer,Divine K.,Walk-in
NKW-0455,2026-02-23,Plantain (bunch),Produce,18.0,2481.0,44658.0,Bank Transfer,Florence A.,Wholesale
NKW-0456,2026-03-09,Tomato Paste (tin),Groceries,13.0,338.0,4394.0,Orange Money,Ernest M.,Walk-in
NKW-0457,2026-02-21,Palm Oil 1L,Oils,20.0,1355.0,27100.0,Orange Money,Achu N.,Wholesale
NKW-0458,2026-01-13,Tomato Paste (tin),Groceries,16.0,374.0,5984.0,Orange Money,Achu N.,Walk-in
NKW-0459,2026-05-18,Palm Oil 1L,Oils,13.0,1426.0,18538.0,Mobile Money,Achu N.,Walk-in
NKW-0460,2026-01-24,Cassava (bag),Produce,11.0,4109.0,45199.0,Bank Transfer,Achu N.,Wholesale
NKW-0461,2026-02-08,Plantain (bunch),Produce,2.0,2521.0,5042.0,Orange Money,Achu N.,Walk-in
NKW-0462,2026-01-25,Palm Oil 5L,Oils,13.0,6490.0,84370.0,Orange Money,Florence A.,Walk-in
NKW-0463,2026-04-15,Milk Powder 400g,Dairy,11.0,2777.0,30547.0,Cash,Beatrice T.,Walk-in
NKW-0464,2026-06-19,Beans (Red),Grains,13.0,924.0,12012.0,Orange Money,Divine K.,Walk-in
NKW-0465,2026-06-04,Palm Oil 1L,Oils,5.0,1468.0,7340.0,Cash,Beatrice T.,Wholesale
NKW-0466,2026-05-25,Sugar 1kg,Groceries,7.0,719.0,5033.0,Mobile Money,Florence A.,Walk-in
NKW-0467,2026-01-02,Beans (Red),Grains,14.0,871.0,12194.0,Mobile Money,Achu N.,Walk-in
